fill	y	x	key	showSelectedlegendfill	showSelected1	showSelected2	PANEL
#000000	1	-4.1736748271443	infinite	error	infinite	-1.98	5
#000000	1	-4.17301863440163	finite	error	finite	-1.5	5
#000000	1	-4.1336748271443	infinite	error	infinite	-1.94	5
#000000	1	-4.13301863440163	finite	error	finite	-1.46	5
#000000	1	-4.0936748271443	infinite	error	infinite	-1.9	5
#000000	1	-4.09301863440163	finite	error	finite	-1.42	5
#000000	1	-4.0536748271443	infinite	error	infinite	-1.86	5
#000000	1	-4.05301863440163	finite	error	finite	-1.38	5
#000000	1	-4.0136748271443	infinite	error	infinite	-1.82	5
#000000	1	-4.01301863440163	finite	error	finite	-1.34	5
#000000	1	-3.9736748271443	infinite	error	infinite	-1.78	5
#000000	1	-3.97301863440163	finite	error	finite	-1.3	5
#000000	1	-3.9336748271443	infinite	error	infinite	-1.74	5
#000000	1	-3.93301863440163	finite	error	finite	-1.26	5
#000000	1	-3.8936748271443	infinite	error	infinite	-1.7	5
#000000	1	-3.89301863440163	finite	error	finite	-1.22	5
#000000	1	-3.8536748271443	infinite	error	infinite	-1.66	5
#000000	1	-3.85301863440163	finite	error	finite	-1.18	5
#000000	1	-3.8136748271443	infinite	error	infinite	-1.62	5
#000000	1	-3.81301863440163	finite	error	finite	-1.14	5
#000000	1	-3.7736748271443	infinite	error	infinite	-1.58	5
#000000	1	-3.77301863440163	finite	error	finite	-1.1	5
#000000	1	-3.7336748271443	infinite	error	infinite	-1.54	5
#000000	1	-3.73301863440163	finite	error	finite	-1.06	5
#000000	1	-3.6936748271443	infinite	error	infinite	-1.5	5
#000000	1	-3.69301863440163	finite	error	finite	-1.02	5
#000000	1	-3.6536748271443	infinite	error	infinite	-1.46	5
#000000	1	-3.65301863440163	finite	error	finite	-0.98	5
#000000	1	-3.6136748271443	infinite	error	infinite	-1.42	5
#000000	1	-3.61301863440163	finite	error	finite	-0.94	5
#000000	1	-3.5736748271443	infinite	error	infinite	-1.38	5
#000000	1	-3.57301863440163	finite	error	finite	-0.9	5
#000000	1	-3.5336748271443	infinite	error	infinite	-1.34	5
#000000	1	-3.53301863440163	finite	error	finite	-0.86	5
#000000	1	-3.4936748271443	infinite	error	infinite	-1.3	5
#000000	1	-3.49301863440163	finite	error	finite	-0.82	5
#000000	1	-3.4536748271443	infinite	error	infinite	-1.26	5
#000000	1	-3.45301863440163	finite	error	finite	-0.78	5
#000000	1	-3.4136748271443	infinite	error	infinite	-1.22	5
#000000	1	-3.41301863440163	finite	error	finite	-0.74	5
#000000	1	-3.3736748271443	infinite	error	infinite	-1.18	5
#000000	1	-3.37301863440163	finite	error	finite	-0.7	5
#000000	1	-3.3336748271443	infinite	error	infinite	-1.14	5
#000000	1	-3.33301863440163	finite	error	finite	-0.66	5
#000000	1	-3.2936748271443	infinite	error	infinite	-1.1	5
#000000	1	-3.29301863440163	finite	error	finite	-0.62	5
#000000	1	-3.2536748271443	infinite	error	infinite	-1.06	5
#000000	1	-3.25301863440163	finite	error	finite	-0.58	5
#000000	1	-3.2136748271443	infinite	error	infinite	-1.02	5
#000000	1	-3.21301863440163	finite	error	finite	-0.54	5
#000000	1	-3.1736748271443	infinite	error	infinite	-0.98	5
#000000	1	-3.17301863440163	finite	error	finite	-0.5	5
#000000	1	-3.1336748271443	infinite	error	infinite	-0.94	5
#000000	1	-3.13301863440163	finite	error	finite	-0.46	5
#000000	1	-3.0936748271443	infinite	error	infinite	-0.9	5
#000000	1	-3.09301863440163	finite	error	finite	-0.42	5
#000000	1	-3.0536748271443	infinite	error	infinite	-0.86	5
#000000	1	-3.05301863440163	finite	error	finite	-0.38	5
#000000	1	-3.0136748271443	infinite	error	infinite	-0.82	5
#000000	1	-3.01301863440163	finite	error	finite	-0.34	5
#000000	1	-2.9736748271443	infinite	error	infinite	-0.78	5
#000000	1	-2.97301863440163	finite	error	finite	-0.3	5
#000000	1	-2.9336748271443	infinite	error	infinite	-0.74	5
#000000	1	-2.93301863440163	finite	error	finite	-0.26	5
#000000	1	-2.8936748271443	infinite	error	infinite	-0.7	5
#000000	1	-2.89301863440163	finite	error	finite	-0.22	5
#000000	1	-2.8536748271443	infinite	error	infinite	-0.66	5
#000000	1	-2.85301863440163	finite	error	finite	-0.18	5
#000000	1	-2.8136748271443	infinite	error	infinite	-0.62	5
#000000	1	-2.81301863440163	finite	error	finite	-0.14	5
#000000	1	-2.7736748271443	infinite	error	infinite	-0.58	5
#000000	1	-2.77301863440163	finite	error	finite	-0.1	5
#000000	1	-2.7336748271443	infinite	error	infinite	-0.54	5
#000000	1	-2.73301863440163	finite	error	finite	-0.0600000000000001	5
#FFFFFF	0	-2.6936748271443	infinite	correct	infinite	-0.5	5
#FFFFFF	0	-2.69301863440163	finite	correct	finite	-0.02	5
#FFFFFF	0	-2.6536748271443	infinite	correct	infinite	-0.46	5
#FFFFFF	0	-2.65301863440163	finite	correct	finite	0.02	5
#000000	1	-2.6136748271443	infinite	error	infinite	-0.42	5
#000000	1	-2.61301863440163	finite	error	finite	0.0600000000000001	5
#000000	1	-2.5736748271443	infinite	error	infinite	-0.38	5
#000000	1	-2.57301863440163	finite	error	finite	0.1	5
#000000	1	-2.5336748271443	infinite	error	infinite	-0.34	5
#000000	1	-2.53301863440163	finite	error	finite	0.14	5
#000000	1	-2.4936748271443	infinite	error	infinite	-0.3	5
#000000	1	-2.49301863440163	finite	error	finite	0.18	5
#000000	1	-2.4536748271443	infinite	error	infinite	-0.26	5
#000000	1	-2.45301863440163	finite	error	finite	0.22	5
#000000	1	-2.4136748271443	infinite	error	infinite	-0.22	5
#000000	1	-2.41301863440163	finite	error	finite	0.26	5
#000000	1	-2.3736748271443	infinite	error	infinite	-0.18	5
#000000	1	-2.37301863440163	finite	error	finite	0.3	5
#000000	1	-2.3336748271443	infinite	error	infinite	-0.14	5
#000000	1	-2.33301863440163	finite	error	finite	0.34	5
#000000	1	-2.2936748271443	infinite	error	infinite	-0.1	5
#FFFFFF	0	-2.2936748271443	infinite	correct	infinite	-0.1	5
#FFFFFF	0	-2.29301863440163	finite	correct	finite	0.38	5
#FFFFFF	0	-2.2536748271443	infinite	correct	infinite	-0.0600000000000001	5
#FFFFFF	0	-2.25301863440163	finite	correct	finite	0.42	5
#FFFFFF	0	-2.2136748271443	infinite	correct	infinite	-0.02	5
#FFFFFF	0	-2.21301863440163	finite	correct	finite	0.46	5
#FFFFFF	0	-2.1736748271443	infinite	correct	infinite	0.02	5
#FFFFFF	0	-2.17301863440163	finite	correct	finite	0.5	5
#FFFFFF	0	-2.1336748271443	infinite	correct	infinite	0.0600000000000001	5
#FFFFFF	0	-2.13301863440163	finite	correct	finite	0.54	5
#FFFFFF	0	-2.0936748271443	infinite	correct	infinite	0.1	5
#FFFFFF	0	-2.09301863440163	finite	correct	finite	0.58	5
#FFFFFF	0	-2.0536748271443	infinite	correct	infinite	0.14	5
#FFFFFF	0	-2.05301863440163	finite	correct	finite	0.62	5
#FFFFFF	0	-2.0136748271443	infinite	correct	infinite	0.18	5
#FFFFFF	0	-2.01301863440163	finite	correct	finite	0.66	5
#FFFFFF	0	-1.9736748271443	infinite	correct	infinite	0.22	5
#FFFFFF	0	-1.97301863440163	finite	correct	finite	0.7	5
#FFFFFF	0	-1.9336748271443	infinite	correct	infinite	0.26	5
#FFFFFF	0	-1.93301863440163	finite	correct	finite	0.74	5
#FFFFFF	0	-1.8936748271443	infinite	correct	infinite	0.3	5
#FFFFFF	0	-1.89301863440163	finite	correct	finite	0.78	5
#FFFFFF	0	-1.8536748271443	infinite	correct	infinite	0.34	5
#FFFFFF	0	-1.85301863440163	finite	correct	finite	0.82	5
#FFFFFF	0	-1.8136748271443	infinite	correct	infinite	0.38	5
#FFFFFF	0	-1.81301863440163	finite	correct	finite	0.86	5
#FFFFFF	0	-1.7736748271443	infinite	correct	infinite	0.42	5
#FFFFFF	0	-1.77301863440163	finite	correct	finite	0.9	5
#FFFFFF	0	-1.7336748271443	infinite	correct	infinite	0.46	5
#FFFFFF	0	-1.73301863440163	finite	correct	finite	0.94	5
#FFFFFF	0	-1.6936748271443	infinite	correct	infinite	0.5	5
#FFFFFF	0	-1.69301863440163	finite	correct	finite	0.98	5
#FFFFFF	0	-1.6536748271443	infinite	correct	infinite	0.54	5
#FFFFFF	0	-1.65301863440163	finite	correct	finite	1.02	5
#FFFFFF	0	-1.6136748271443	infinite	correct	infinite	0.58	5
#FFFFFF	0	-1.61301863440163	finite	correct	finite	1.06	5
#FFFFFF	0	-1.5736748271443	infinite	correct	infinite	0.62	5
#FFFFFF	0	-1.57301863440163	finite	correct	finite	1.1	5
#FFFFFF	0	-1.5336748271443	infinite	correct	infinite	0.66	5
#FFFFFF	0	-1.53301863440163	finite	correct	finite	1.14	5
#FFFFFF	0	-1.4936748271443	infinite	correct	infinite	0.7	5
#FFFFFF	0	-1.49301863440163	finite	correct	finite	1.18	5
#FFFFFF	0	-1.4536748271443	infinite	correct	infinite	0.74	5
#FFFFFF	0	-1.45301863440163	finite	correct	finite	1.22	5
#FFFFFF	0	-1.4136748271443	infinite	correct	infinite	0.78	5
#FFFFFF	0	-1.41301863440163	finite	correct	finite	1.26	5
#FFFFFF	0	-1.3736748271443	infinite	correct	infinite	0.82	5
#FFFFFF	0	-1.37301863440163	finite	correct	finite	1.3	5
#FFFFFF	0	-1.3336748271443	infinite	correct	infinite	0.86	5
#FFFFFF	0	-1.33301863440163	finite	correct	finite	1.34	5
#FFFFFF	0	-1.2936748271443	infinite	correct	infinite	0.9	5
#FFFFFF	0	-1.29301863440163	finite	correct	finite	1.38	5
#FFFFFF	0	-1.2536748271443	infinite	correct	infinite	0.94	5
#FFFFFF	0	-1.25301863440163	finite	correct	finite	1.42	5
#FFFFFF	0	-1.2136748271443	infinite	correct	infinite	0.98	5
#FFFFFF	0	-1.21301863440163	finite	correct	finite	1.46	5
#FFFFFF	0	-1.1736748271443	infinite	correct	infinite	1.02	5
#FFFFFF	0	-1.17301863440163	finite	correct	finite	1.5	5
#FFFFFF	0	-1.1336748271443	infinite	correct	infinite	1.06	5
#FFFFFF	0	-1.13301863440163	finite	correct	finite	1.54	5
#FFFFFF	0	-1.0936748271443	infinite	correct	infinite	1.1	5
#FFFFFF	0	-1.09301863440163	finite	correct	finite	1.58	5
#FFFFFF	0	-1.0536748271443	infinite	correct	infinite	1.14	5
#FFFFFF	0	-1.05301863440163	finite	correct	finite	1.62	5
#FFFFFF	0	-1.0136748271443	infinite	correct	infinite	1.18	5
#FFFFFF	0	-1.01301863440163	finite	correct	finite	1.66	5
#FFFFFF	0	-0.973674827144302	infinite	correct	infinite	1.22	5
#FFFFFF	0	-0.97301863440163	finite	correct	finite	1.7	5
#FFFFFF	0	-0.933674827144303	infinite	correct	infinite	1.26	5
#FFFFFF	0	-0.93301863440163	finite	correct	finite	1.74	5
#FFFFFF	0	-0.893674827144303	infinite	correct	infinite	1.3	5
#FFFFFF	0	-0.89301863440163	finite	correct	finite	1.78	5
#FFFFFF	0	-0.853674827144303	infinite	correct	infinite	1.34	5
#FFFFFF	0	-0.85301863440163	finite	correct	finite	1.82	5
#FFFFFF	0	-0.813674827144303	infinite	correct	infinite	1.38	5
#FFFFFF	0	-0.81301863440163	finite	correct	finite	1.86	5
#FFFFFF	0	-0.773674827144303	infinite	correct	infinite	1.42	5
#FFFFFF	0	-0.77301863440163	finite	correct	finite	1.9	5
#FFFFFF	0	-0.733674827144303	infinite	correct	infinite	1.46	5
#FFFFFF	0	-0.73301863440163	finite	correct	finite	1.94	5
#FFFFFF	0	-0.693674827144303	infinite	correct	infinite	1.5	5
#FFFFFF	0	-0.69301863440163	finite	correct	finite	1.98	5
#FFFFFF	0	-0.653674827144303	infinite	correct	infinite	1.54	5
#FFFFFF	0	-0.613674827144302	infinite	correct	infinite	1.58	5
#FFFFFF	0	-0.573674827144302	infinite	correct	infinite	1.62	5
#FFFFFF	0	-0.533674827144302	infinite	correct	infinite	1.66	5
#FFFFFF	0	-0.493674827144302	infinite	correct	infinite	1.7	5
#FFFFFF	0	-0.453674827144303	infinite	correct	infinite	1.74	5
#FFFFFF	0	-0.413674827144303	infinite	correct	infinite	1.78	5
#FFFFFF	0	-0.373674827144303	infinite	correct	infinite	1.82	5
#FFFFFF	0	-0.333674827144303	infinite	correct	infinite	1.86	5
#FFFFFF	0	-0.293674827144303	infinite	correct	infinite	1.9	5
#FFFFFF	0	-0.253674827144303	infinite	correct	infinite	1.94	5
#FFFFFF	0	-0.213674827144303	infinite	correct	infinite	1.98	5
#000000	1	-3.96747180543265	finite	error	finite	-2.1	6
#000000	1	-3.92747180543265	finite	error	finite	-2.06	6
#000000	1	-3.88747180543265	finite	error	finite	-2.02	6
#000000	1	-3.84747180543265	finite	error	finite	-1.98	6
#000000	1	-3.80747180543265	finite	error	finite	-1.94	6
#000000	1	-3.76747180543265	finite	error	finite	-1.9	6
#000000	1	-3.73504356763289	infinite	error	infinite	-2.1	6
#000000	1	-3.72747180543265	finite	error	finite	-1.86	6
#000000	1	-3.69504356763289	infinite	error	infinite	-2.06	6
#000000	1	-3.68747180543265	finite	error	finite	-1.82	6
#000000	1	-3.65504356763289	infinite	error	infinite	-2.02	6
#000000	1	-3.64747180543265	finite	error	finite	-1.78	6
#000000	1	-3.61504356763289	infinite	error	infinite	-1.98	6
#000000	1	-3.60747180543265	finite	error	finite	-1.74	6
#000000	1	-3.57504356763289	infinite	error	infinite	-1.94	6
#000000	1	-3.56747180543265	finite	error	finite	-1.7	6
#000000	1	-3.53504356763289	infinite	error	infinite	-1.9	6
#000000	1	-3.52747180543265	finite	error	finite	-1.66	6
#000000	1	-3.49504356763289	infinite	error	infinite	-1.86	6
#000000	1	-3.48747180543265	finite	error	finite	-1.62	6
#000000	1	-3.45504356763289	infinite	error	infinite	-1.82	6
#000000	1	-3.44747180543265	finite	error	finite	-1.58	6
#000000	1	-3.41504356763289	infinite	error	infinite	-1.78	6
#000000	1	-3.40747180543265	finite	error	finite	-1.54	6
#000000	1	-3.37504356763289	infinite	error	infinite	-1.74	6
#000000	1	-3.36747180543265	finite	error	finite	-1.5	6
#000000	1	-3.33504356763289	infinite	error	infinite	-1.7	6
#000000	1	-3.32747180543265	finite	error	finite	-1.46	6
#000000	1	-3.29504356763289	infinite	error	infinite	-1.66	6
#000000	1	-3.28747180543265	finite	error	finite	-1.42	6
#000000	1	-3.25504356763289	infinite	error	infinite	-1.62	6
#000000	1	-3.24747180543265	finite	error	finite	-1.38	6
#000000	1	-3.21504356763289	infinite	error	infinite	-1.58	6
#000000	1	-3.20747180543265	finite	error	finite	-1.34	6
#000000	1	-3.17504356763289	infinite	error	infinite	-1.54	6
#000000	1	-3.16747180543265	finite	error	finite	-1.3	6
#000000	1	-3.13504356763289	infinite	error	infinite	-1.5	6
#000000	1	-3.12747180543265	finite	error	finite	-1.26	6
#000000	1	-3.09504356763289	infinite	error	infinite	-1.46	6
#000000	1	-3.08747180543265	finite	error	finite	-1.22	6
#000000	1	-3.05504356763289	infinite	error	infinite	-1.42	6
#000000	1	-3.04747180543265	finite	error	finite	-1.18	6
#000000	1	-3.01504356763289	infinite	error	infinite	-1.38	6
#000000	1	-3.00747180543265	finite	error	finite	-1.14	6
#000000	1	-2.97504356763289	infinite	error	infinite	-1.34	6
#000000	1	-2.96747180543265	finite	error	finite	-1.1	6
#000000	1	-2.93504356763289	infinite	error	infinite	-1.3	6
#000000	1	-2.92747180543265	finite	error	finite	-1.06	6
#000000	1	-2.89504356763289	infinite	error	infinite	-1.26	6
#000000	1	-2.88747180543265	finite	error	finite	-1.02	6
#000000	1	-2.85504356763289	infinite	error	infinite	-1.22	6
#000000	1	-2.84747180543265	finite	error	finite	-0.98	6
#000000	1	-2.81504356763289	infinite	error	infinite	-1.18	6
#000000	1	-2.80747180543265	finite	error	finite	-0.94	6
#000000	1	-2.77504356763289	infinite	error	infinite	-1.14	6
#000000	1	-2.76747180543265	finite	error	finite	-0.9	6
#000000	1	-2.73504356763289	infinite	error	infinite	-1.1	6
#000000	1	-2.72747180543265	finite	error	finite	-0.86	6
#000000	1	-2.69504356763289	infinite	error	infinite	-1.06	6
#000000	1	-2.68747180543265	finite	error	finite	-0.82	6
#000000	1	-2.65504356763289	infinite	error	infinite	-1.02	6
#000000	1	-2.64747180543265	finite	error	finite	-0.78	6
#000000	1	-2.61504356763289	infinite	error	infinite	-0.98	6
#000000	1	-2.60747180543265	finite	error	finite	-0.74	6
#000000	1	-2.57504356763289	infinite	error	infinite	-0.94	6
#000000	1	-2.56747180543265	finite	error	finite	-0.7	6
#000000	1	-2.53504356763289	infinite	error	infinite	-0.9	6
#000000	1	-2.52747180543265	finite	error	finite	-0.66	6
#000000	1	-2.49504356763289	infinite	error	infinite	-0.86	6
#000000	1	-2.48747180543265	finite	error	finite	-0.62	6
#000000	1	-2.45504356763289	infinite	error	infinite	-0.82	6
#000000	1	-2.44747180543265	finite	error	finite	-0.58	6
#000000	1	-2.41504356763289	infinite	error	infinite	-0.78	6
#000000	1	-2.40747180543265	finite	error	finite	-0.54	6
#000000	1	-2.37504356763289	infinite	error	infinite	-0.74	6
#000000	1	-2.36747180543265	finite	error	finite	-0.5	6
#000000	1	-2.33504356763289	infinite	error	infinite	-0.7	6
#000000	1	-2.32747180543265	finite	error	finite	-0.46	6
#000000	1	-2.29504356763289	infinite	error	infinite	-0.66	6
#000000	1	-2.28747180543265	finite	error	finite	-0.42	6
#000000	1	-2.25504356763289	infinite	error	infinite	-0.62	6
#000000	1	-2.24747180543265	finite	error	finite	-0.38	6
#000000	1	-2.21504356763289	infinite	error	infinite	-0.58	6
#000000	1	-2.20747180543265	finite	error	finite	-0.34	6
#000000	1	-2.17504356763289	infinite	error	infinite	-0.54	6
#000000	1	-2.16747180543265	finite	error	finite	-0.3	6
#000000	1	-2.13504356763289	infinite	error	infinite	-0.5	6
#000000	1	-2.12747180543265	finite	error	finite	-0.26	6
#000000	1	-2.09504356763289	infinite	error	infinite	-0.46	6
#000000	1	-2.08747180543265	finite	error	finite	-0.22	6
#000000	1	-2.05504356763289	infinite	error	infinite	-0.42	6
#000000	1	-2.04747180543265	finite	error	finite	-0.18	6
#000000	1	-2.01504356763289	infinite	error	infinite	-0.38	6
#000000	1	-2.00747180543265	finite	error	finite	-0.14	6
#000000	1	-1.97504356763289	infinite	error	infinite	-0.34	6
#000000	1	-1.96747180543265	finite	error	finite	-0.1	6
#000000	1	-1.93504356763289	infinite	error	infinite	-0.3	6
#000000	1	-1.92747180543265	finite	error	finite	-0.0600000000000001	6
#FFFFFF	0	-1.89504356763289	infinite	correct	infinite	-0.26	6
#FFFFFF	0	-1.88747180543265	finite	correct	finite	-0.02	6
#FFFFFF	0	-1.85504356763289	infinite	correct	infinite	-0.22	6
#FFFFFF	0	-1.84747180543265	finite	correct	finite	0.02	6
#000000	1	-1.81504356763289	infinite	error	infinite	-0.18	6
#000000	1	-1.80747180543265	finite	error	finite	0.0600000000000001	6
#000000	1	-1.77504356763289	infinite	error	infinite	-0.14	6
#000000	1	-1.76747180543265	finite	error	finite	0.1	6
#000000	1	-1.73504356763289	infinite	error	infinite	-0.1	6
#FFFFFF	0	-1.73504356763289	infinite	correct	infinite	-0.1	6
#FFFFFF	0	-1.72747180543265	finite	correct	finite	0.14	6
#FFFFFF	0	-1.69504356763289	infinite	correct	infinite	-0.0600000000000001	6
#FFFFFF	0	-1.68747180543265	finite	correct	finite	0.18	6
#FFFFFF	0	-1.65504356763289	infinite	correct	infinite	-0.02	6
#FFFFFF	0	-1.64747180543265	finite	correct	finite	0.22	6
#FFFFFF	0	-1.61504356763289	infinite	correct	infinite	0.02	6
#FFFFFF	0	-1.60747180543265	finite	correct	finite	0.26	6
#FFFFFF	0	-1.57504356763289	infinite	correct	infinite	0.0600000000000001	6
#FFFFFF	0	-1.56747180543265	finite	correct	finite	0.3	6
#FFFFFF	0	-1.53504356763289	infinite	correct	infinite	0.1	6
#FFFFFF	0	-1.52747180543265	finite	correct	finite	0.34	6
#FFFFFF	0	-1.49504356763289	infinite	correct	infinite	0.14	6
#FFFFFF	0	-1.48747180543265	finite	correct	finite	0.38	6
#FFFFFF	0	-1.45504356763289	infinite	correct	infinite	0.18	6
#FFFFFF	0	-1.44747180543265	finite	correct	finite	0.42	6
#FFFFFF	0	-1.41504356763289	infinite	correct	infinite	0.22	6
#FFFFFF	0	-1.40747180543265	finite	correct	finite	0.46	6
#FFFFFF	0	-1.37504356763289	infinite	correct	infinite	0.26	6
#FFFFFF	0	-1.36747180543265	finite	correct	finite	0.5	6
#FFFFFF	0	-1.33504356763289	infinite	correct	infinite	0.3	6
#FFFFFF	0	-1.32747180543265	finite	correct	finite	0.54	6
#FFFFFF	0	-1.29504356763289	infinite	correct	infinite	0.34	6
#FFFFFF	0	-1.28747180543265	finite	correct	finite	0.58	6
#FFFFFF	0	-1.25504356763289	infinite	correct	infinite	0.38	6
#FFFFFF	0	-1.24747180543265	finite	correct	finite	0.62	6
#FFFFFF	0	-1.21504356763289	infinite	correct	infinite	0.42	6
#FFFFFF	0	-1.20747180543265	finite	correct	finite	0.66	6
#FFFFFF	0	-1.17504356763289	infinite	correct	infinite	0.46	6
#FFFFFF	0	-1.16747180543265	finite	correct	finite	0.7	6
#FFFFFF	0	-1.13504356763289	infinite	correct	infinite	0.5	6
#FFFFFF	0	-1.12747180543265	finite	correct	finite	0.74	6
#FFFFFF	0	-1.09504356763289	infinite	correct	infinite	0.54	6
#FFFFFF	0	-1.08747180543265	finite	correct	finite	0.78	6
#FFFFFF	0	-1.05504356763289	infinite	correct	infinite	0.58	6
#FFFFFF	0	-1.04747180543265	finite	correct	finite	0.82	6
#FFFFFF	0	-1.01504356763289	infinite	correct	infinite	0.62	6
#FFFFFF	0	-1.00747180543265	finite	correct	finite	0.86	6
#FFFFFF	0	-0.975043567632889	infinite	correct	infinite	0.66	6
#FFFFFF	0	-0.967471805432652	finite	correct	finite	0.9	6
#FFFFFF	0	-0.935043567632889	infinite	correct	infinite	0.7	6
#FFFFFF	0	-0.927471805432652	finite	correct	finite	0.94	6
#FFFFFF	0	-0.895043567632889	infinite	correct	infinite	0.74	6
#FFFFFF	0	-0.887471805432652	finite	correct	finite	0.98	6
#FFFFFF	0	-0.855043567632889	infinite	correct	infinite	0.78	6
#FFFFFF	0	-0.847471805432652	finite	correct	finite	1.02	6
#FFFFFF	0	-0.815043567632889	infinite	correct	infinite	0.82	6
#FFFFFF	0	-0.807471805432652	finite	correct	finite	1.06	6
#FFFFFF	0	-0.775043567632889	infinite	correct	infinite	0.86	6
#FFFFFF	0	-0.767471805432652	finite	correct	finite	1.1	6
#FFFFFF	0	-0.735043567632889	infinite	correct	infinite	0.9	6
#FFFFFF	0	-0.727471805432652	finite	correct	finite	1.14	6
#FFFFFF	0	-0.695043567632889	infinite	correct	infinite	0.94	6
#FFFFFF	0	-0.687471805432652	finite	correct	finite	1.18	6
#FFFFFF	0	-0.655043567632889	infinite	correct	infinite	0.98	6
#FFFFFF	0	-0.647471805432652	finite	correct	finite	1.22	6
#FFFFFF	0	-0.615043567632889	infinite	correct	infinite	1.02	6
#FFFFFF	0	-0.607471805432652	finite	correct	finite	1.26	6
#FFFFFF	0	-0.575043567632889	infinite	correct	infinite	1.06	6
#FFFFFF	0	-0.567471805432652	finite	correct	finite	1.3	6
#FFFFFF	0	-0.535043567632889	infinite	correct	infinite	1.1	6
#FFFFFF	0	-0.527471805432652	finite	correct	finite	1.34	6
#FFFFFF	0	-0.495043567632889	infinite	correct	infinite	1.14	6
#FFFFFF	0	-0.487471805432652	finite	correct	finite	1.38	6
#FFFFFF	0	-0.455043567632889	infinite	correct	infinite	1.18	6
#FFFFFF	0	-0.447471805432652	finite	correct	finite	1.42	6
#FFFFFF	0	-0.415043567632889	infinite	correct	infinite	1.22	6
#FFFFFF	0	-0.407471805432652	finite	correct	finite	1.46	6
#FFFFFF	0	-0.375043567632889	infinite	correct	infinite	1.26	6
#FFFFFF	0	-0.367471805432652	finite	correct	finite	1.5	6
#FFFFFF	0	-0.335043567632889	infinite	correct	infinite	1.3	6
#FFFFFF	0	-0.327471805432652	finite	correct	finite	1.54	6
#FFFFFF	0	-0.295043567632889	infinite	correct	infinite	1.34	6
#FFFFFF	0	-0.287471805432652	finite	correct	finite	1.58	6
#FFFFFF	0	-0.255043567632889	infinite	correct	infinite	1.38	6
#FFFFFF	0	-0.247471805432652	finite	correct	finite	1.62	6
#FFFFFF	0	-0.215043567632889	infinite	correct	infinite	1.42	6
#FFFFFF	0	-0.207471805432652	finite	correct	finite	1.66	6
#FFFFFF	0	-0.175043567632889	infinite	correct	infinite	1.46	6
#FFFFFF	0	-0.167471805432652	finite	correct	finite	1.7	6
#FFFFFF	0	-0.135043567632889	infinite	correct	infinite	1.5	6
#FFFFFF	0	-0.127471805432652	finite	correct	finite	1.74	6
#FFFFFF	0	-0.0950435676328889	infinite	correct	infinite	1.54	6
#FFFFFF	0	-0.0874718054326524	finite	correct	finite	1.78	6
#FFFFFF	0	-0.0550435676328889	infinite	correct	infinite	1.58	6
#FFFFFF	0	-0.0474718054326524	finite	correct	finite	1.82	6
#FFFFFF	0	-0.0150435676328888	infinite	correct	infinite	1.62	6
#FFFFFF	0	-0.00747180543265236	finite	correct	finite	1.86	6
#FFFFFF	0	0.0249564323671112	infinite	correct	infinite	1.66	6
#FFFFFF	0	0.0325281945673477	finite	correct	finite	1.9	6
#FFFFFF	0	0.0649564323671112	infinite	correct	infinite	1.7	6
#FFFFFF	0	0.0725281945673477	finite	correct	finite	1.94	6
#FFFFFF	0	0.104956432367111	infinite	correct	infinite	1.74	6
#FFFFFF	0	0.112528194567348	finite	correct	finite	1.98	6
#FFFFFF	0	0.144956432367111	infinite	correct	infinite	1.78	6
#FFFFFF	0	0.184956432367111	infinite	correct	infinite	1.82	6
#FFFFFF	0	0.224956432367111	infinite	correct	infinite	1.86	6
#FFFFFF	0	0.264956432367111	infinite	correct	infinite	1.9	6
#FFFFFF	0	0.304956432367111	infinite	correct	infinite	1.94	6
#FFFFFF	0	0.344956432367111	infinite	correct	infinite	1.98	6
#FFFFFF	0	-1.06356727267594	infinite	correct	infinite	-2.1	7
#FFFFFF	0	-1.02356727267594	infinite	correct	infinite	-2.06	7
#FFFFFF	0	-0.983567272675942	infinite	correct	infinite	-2.02	7
#FFFFFF	0	-0.943567272675942	infinite	correct	infinite	-1.98	7
#FFFFFF	0	-0.903567272675943	infinite	correct	infinite	-1.94	7
#FFFFFF	0	-0.863567272675942	infinite	correct	infinite	-1.9	7
#FFFFFF	0	-0.823567272675943	infinite	correct	infinite	-1.86	7
#FFFFFF	0	-0.783567272675942	infinite	correct	infinite	-1.82	7
#FFFFFF	0	-0.743567272675942	infinite	correct	infinite	-1.78	7
#FFFFFF	0	-0.703567272675943	infinite	correct	infinite	-1.74	7
#FFFFFF	0	-0.663567272675943	infinite	correct	infinite	-1.7	7
#FFFFFF	0	-0.623567272675943	infinite	correct	infinite	-1.66	7
#FFFFFF	0	-0.583567272675943	infinite	correct	infinite	-1.62	7
#FFFFFF	0	-0.543567272675942	infinite	correct	infinite	-1.58	7
#FFFFFF	0	-0.503567272675942	infinite	correct	infinite	-1.54	7
#FFFFFF	0	-0.463567272675942	infinite	correct	infinite	-1.5	7
#FFFFFF	0	-0.441313370696244	finite	correct	finite	-2.1	7
#FFFFFF	0	-0.423567272675942	infinite	correct	infinite	-1.46	7
#FFFFFF	0	-0.401313370696244	finite	correct	finite	-2.06	7
#FFFFFF	0	-0.383567272675942	infinite	correct	infinite	-1.42	7
#FFFFFF	0	-0.361313370696243	finite	correct	finite	-2.02	7
#FFFFFF	0	-0.343567272675942	infinite	correct	infinite	-1.38	7
