fill	y	x	key	showSelectedlegendfill	showSelected1	showSelected2	PANEL
#000000	1	-5.34730962060694	finite	error	finite	-1.9	3
#000000	1	-5.30730962060694	finite	error	finite	-1.86	3
#000000	1	-5.26730962060694	finite	error	finite	-1.82	3
#000000	1	-5.22730962060694	finite	error	finite	-1.78	3
#000000	1	-5.18730962060694	finite	error	finite	-1.74	3
#000000	1	-5.14730962060694	finite	error	finite	-1.7	3
#000000	1	-5.10730962060694	finite	error	finite	-1.66	3
#000000	1	-5.06730962060694	finite	error	finite	-1.62	3
#000000	1	-5.02730962060694	finite	error	finite	-1.58	3
#000000	1	-4.98730962060694	finite	error	finite	-1.54	3
#000000	1	-4.94730962060694	finite	error	finite	-1.5	3
#000000	1	-4.90730962060694	finite	error	finite	-1.46	3
#000000	1	-4.86730962060694	finite	error	finite	-1.42	3
#000000	1	-4.82730962060694	finite	error	finite	-1.38	3
#000000	1	-4.78730962060694	finite	error	finite	-1.34	3
#000000	1	-4.74730962060694	finite	error	finite	-1.3	3
#000000	1	-4.70730962060694	finite	error	finite	-1.26	3
#000000	1	-4.66730962060694	finite	error	finite	-1.22	3
#000000	1	-4.62730962060694	finite	error	finite	-1.18	3
#000000	1	-4.58730962060694	finite	error	finite	-1.14	3
#000000	1	-4.54730962060694	finite	error	finite	-1.1	3
#000000	1	-4.50730962060694	finite	error	finite	-1.06	3
#000000	1	-4.46730962060694	finite	error	finite	-1.02	3
#000000	1	-4.42730962060694	finite	error	finite	-0.98	3
#000000	1	-4.38730962060694	finite	error	finite	-0.94	3
#000000	1	-4.34730962060694	finite	error	finite	-0.9	3
#000000	1	-4.30730962060694	finite	error	finite	-0.86	3
#000000	1	-4.26730962060694	finite	error	finite	-0.82	3
#000000	1	-4.22730962060694	finite	error	finite	-0.78	3
#000000	1	-4.18730962060694	finite	error	finite	-0.74	3
#000000	1	-4.14730962060694	finite	error	finite	-0.7	3
#000000	1	-4.10730962060694	finite	error	finite	-0.66	3
#000000	1	-4.06730962060694	finite	error	finite	-0.62	3
#000000	1	-4.02730962060694	finite	error	finite	-0.58	3
#000000	1	-3.98730962060694	finite	error	finite	-0.54	3
#000000	1	-3.94730962060694	finite	error	finite	-0.5	3
#000000	1	-3.90730962060694	finite	error	finite	-0.46	3
#000000	1	-3.86730962060694	finite	error	finite	-0.42	3
#000000	1	-3.82730962060694	finite	error	finite	-0.38	3
#000000	1	-3.78730962060694	finite	error	finite	-0.34	3
#000000	1	-3.74730962060694	finite	error	finite	-0.3	3
#000000	1	-3.70730962060694	finite	error	finite	-0.26	3
#000000	1	-3.66730962060694	finite	error	finite	-0.22	3
#000000	1	-3.62730962060694	finite	error	finite	-0.18	3
#000000	1	-3.60466149250489	infinite	error	infinite	-2.1	3
#000000	1	-3.58730962060694	finite	error	finite	-0.14	3
#000000	1	-3.56466149250489	infinite	error	infinite	-2.06	3
#000000	1	-3.54730962060694	finite	error	finite	-0.1	3
#000000	1	-3.52466149250489	infinite	error	infinite	-2.02	3
#FFFFFF	0	-3.50730962060694	finite	correct	finite	-0.0600000000000001	3
#FFFFFF	0	-3.48466149250489	infinite	correct	infinite	-1.98	3
#FFFFFF	0	-3.46730962060694	finite	correct	finite	-0.02	3
#FFFFFF	0	-3.44466149250489	infinite	correct	infinite	-1.94	3
#FFFFFF	0	-3.42730962060694	finite	correct	finite	0.02	3
#FFFFFF	0	-3.40466149250489	infinite	correct	infinite	-1.9	3
#FFFFFF	0	-3.38730962060694	finite	correct	finite	0.0600000000000001	3
#000000	1	-3.36466149250489	infinite	error	infinite	-1.86	3
#000000	1	-3.34730962060694	finite	error	finite	0.1	3
#000000	1	-3.32466149250489	infinite	error	infinite	-1.82	3
#000000	1	-3.30730962060694	finite	error	finite	0.14	3
#000000	1	-3.28466149250489	infinite	error	infinite	-1.78	3
#000000	1	-3.26730962060694	finite	error	finite	0.18	3
#000000	1	-3.24466149250489	infinite	error	infinite	-1.74	3
#000000	1	-3.22730962060694	finite	error	finite	0.22	3
#000000	1	-3.20466149250489	infinite	error	infinite	-1.7	3
#000000	1	-3.18730962060694	finite	error	finite	0.26	3
#000000	1	-3.16466149250489	infinite	error	infinite	-1.66	3
#000000	1	-3.14730962060694	finite	error	finite	0.3	3
#000000	1	-3.12466149250489	infinite	error	infinite	-1.62	3
#000000	1	-3.10730962060694	finite	error	finite	0.34	3
#000000	1	-3.08466149250489	infinite	error	infinite	-1.58	3
#000000	1	-3.06730962060694	finite	error	finite	0.38	3
#000000	1	-3.04466149250489	infinite	error	infinite	-1.54	3
#000000	1	-3.02730962060694	finite	error	finite	0.42	3
#000000	1	-3.00466149250489	infinite	error	infinite	-1.5	3
#000000	1	-2.98730962060694	finite	error	finite	0.46	3
#000000	1	-2.96466149250489	infinite	error	infinite	-1.46	3
#000000	1	-2.94730962060694	finite	error	finite	0.5	3
#000000	1	-2.92466149250489	infinite	error	infinite	-1.42	3
#000000	1	-2.90730962060694	finite	error	finite	0.54	3
#000000	1	-2.88466149250489	infinite	error	infinite	-1.38	3
#000000	1	-2.86730962060694	finite	error	finite	0.58	3
#000000	1	-2.84466149250489	infinite	error	infinite	-1.34	3
#000000	1	-2.82730962060694	finite	error	finite	0.62	3
#000000	1	-2.80466149250489	infinite	error	infinite	-1.3	3
#000000	1	-2.78730962060694	finite	error	finite	0.66	3
#000000	1	-2.76466149250489	infinite	error	infinite	-1.26	3
#000000	1	-2.74730962060694	finite	error	finite	0.7	3
#000000	1	-2.72466149250489	infinite	error	infinite	-1.22	3
#000000	1	-2.70730962060694	finite	error	finite	0.74	3
#000000	1	-2.68466149250489	infinite	error	infinite	-1.18	3
#000000	1	-2.66730962060694	finite	error	finite	0.78	3
#000000	1	-2.64466149250489	infinite	error	infinite	-1.14	3
#000000	1	-2.62730962060694	finite	error	finite	0.82	3
#000000	1	-2.60466149250489	infinite	error	infinite	-1.1	3
#000000	1	-2.58730962060694	finite	error	finite	0.86	3
#000000	1	-2.56466149250489	infinite	error	infinite	-1.06	3
#000000	1	-2.54730962060694	finite	error	finite	0.9	3
#000000	1	-2.52466149250489	infinite	error	infinite	-1.02	3
#000000	1	-2.50730962060694	finite	error	finite	0.94	3
#000000	1	-2.48466149250489	infinite	error	infinite	-0.98	3
#000000	1	-2.46730962060694	finite	error	finite	0.98	3
#000000	1	-2.44466149250489	infinite	error	infinite	-0.94	3
#000000	1	-2.42730962060694	finite	error	finite	1.02	3
#000000	1	-2.40466149250489	infinite	error	infinite	-0.9	3
#000000	1	-2.38730962060694	finite	error	finite	1.06	3
#000000	1	-2.36466149250489	infinite	error	infinite	-0.86	3
#000000	1	-2.34730962060694	finite	error	finite	1.1	3
#000000	1	-2.32466149250489	infinite	error	infinite	-0.82	3
#000000	1	-2.30730962060694	finite	error	finite	1.14	3
#000000	1	-2.28466149250489	infinite	error	infinite	-0.78	3
#000000	1	-2.26730962060694	finite	error	finite	1.18	3
#000000	1	-2.24466149250489	infinite	error	infinite	-0.74	3
#000000	1	-2.22730962060694	finite	error	finite	1.22	3
#000000	1	-2.20466149250489	infinite	error	infinite	-0.7	3
#000000	1	-2.18730962060694	finite	error	finite	1.26	3
#000000	1	-2.16466149250489	infinite	error	infinite	-0.66	3
#000000	1	-2.14730962060694	finite	error	finite	1.3	3
#000000	1	-2.12466149250489	infinite	error	infinite	-0.62	3
#000000	1	-2.10730962060694	finite	error	finite	1.34	3
#000000	1	-2.08466149250489	infinite	error	infinite	-0.58	3
#000000	1	-2.06730962060694	finite	error	finite	1.38	3
#000000	1	-2.04466149250489	infinite	error	infinite	-0.54	3
#000000	1	-2.02730962060694	finite	error	finite	1.42	3
#000000	1	-2.00466149250489	infinite	error	infinite	-0.5	3
#000000	1	-1.98730962060694	finite	error	finite	1.46	3
#000000	1	-1.96466149250489	infinite	error	infinite	-0.46	3
#000000	1	-1.94730962060694	finite	error	finite	1.5	3
#000000	1	-1.92466149250489	infinite	error	infinite	-0.42	3
#000000	1	-1.90730962060694	finite	error	finite	1.54	3
#000000	1	-1.88466149250489	infinite	error	infinite	-0.38	3
#000000	1	-1.86730962060694	finite	error	finite	1.58	3
#000000	1	-1.84466149250489	infinite	error	infinite	-0.34	3
#000000	1	-1.82730962060694	finite	error	finite	1.62	3
#000000	1	-1.80466149250489	infinite	error	infinite	-0.3	3
#000000	1	-1.78730962060694	finite	error	finite	1.66	3
#000000	1	-1.76466149250489	infinite	error	infinite	-0.26	3
#000000	1	-1.74730962060694	finite	error	finite	1.7	3
#000000	1	-1.72466149250489	infinite	error	infinite	-0.22	3
#000000	1	-1.70730962060694	finite	error	finite	1.74	3
#000000	1	-1.68466149250489	infinite	error	infinite	-0.18	3
#000000	1	-1.66730962060694	finite	error	finite	1.78	3
#000000	1	-1.64466149250489	infinite	error	infinite	-0.14	3
#000000	1	-1.62730962060694	finite	error	finite	1.82	3
#000000	1	-1.60466149250489	infinite	error	infinite	-0.1	3
#FFFFFF	0	-1.60466149250489	infinite	correct	infinite	-0.1	3
#FFFFFF	0	-1.58730962060694	finite	correct	finite	1.86	3
#FFFFFF	0	-1.56466149250489	infinite	correct	infinite	-0.0600000000000001	3
#FFFFFF	0	-1.54730962060694	finite	correct	finite	1.9	3
#FFFFFF	0	-1.52466149250489	infinite	correct	infinite	-0.02	3
#FFFFFF	0	-1.50730962060694	finite	correct	finite	1.94	3
#FFFFFF	0	-1.48466149250489	infinite	correct	infinite	0.02	3
#FFFFFF	0	-1.46730962060694	finite	correct	finite	1.98	3
#FFFFFF	0	-1.44466149250489	infinite	correct	infinite	0.0600000000000001	3
#FFFFFF	0	-1.40466149250489	infinite	correct	infinite	0.1	3
#FFFFFF	0	-1.36466149250489	infinite	correct	infinite	0.14	3
#FFFFFF	0	-1.32466149250489	infinite	correct	infinite	0.18	3
#FFFFFF	0	-1.28466149250489	infinite	correct	infinite	0.22	3
#FFFFFF	0	-1.24466149250489	infinite	correct	infinite	0.26	3
#FFFFFF	0	-1.20466149250489	infinite	correct	infinite	0.3	3
#FFFFFF	0	-1.16466149250489	infinite	correct	infinite	0.34	3
#FFFFFF	0	-1.12466149250489	infinite	correct	infinite	0.38	3
#FFFFFF	0	-1.08466149250489	infinite	correct	infinite	0.42	3
#FFFFFF	0	-1.04466149250489	infinite	correct	infinite	0.46	3
#FFFFFF	0	-1.00466149250489	infinite	correct	infinite	0.5	3
#FFFFFF	0	-0.964661492504887	infinite	correct	infinite	0.54	3
#FFFFFF	0	-0.924661492504887	infinite	correct	infinite	0.58	3
#FFFFFF	0	-0.884661492504887	infinite	correct	infinite	0.62	3
#FFFFFF	0	-0.844661492504887	infinite	correct	infinite	0.66	3
#FFFFFF	0	-0.804661492504887	infinite	correct	infinite	0.7	3
#FFFFFF	0	-0.764661492504887	infinite	correct	infinite	0.74	3
#FFFFFF	0	-0.724661492504887	infinite	correct	infinite	0.78	3
#FFFFFF	0	-0.684661492504887	infinite	correct	infinite	0.82	3
#FFFFFF	0	-0.644661492504887	infinite	correct	infinite	0.86	3
#FFFFFF	0	-0.604661492504887	infinite	correct	infinite	0.9	3
#FFFFFF	0	-0.564661492504887	infinite	correct	infinite	0.94	3
#FFFFFF	0	-0.524661492504887	infinite	correct	infinite	0.98	3
#FFFFFF	0	-0.484661492504887	infinite	correct	infinite	1.02	3
#FFFFFF	0	-0.444661492504887	infinite	correct	infinite	1.06	3
#FFFFFF	0	-0.404661492504887	infinite	correct	infinite	1.1	3
#FFFFFF	0	-0.364661492504887	infinite	correct	infinite	1.14	3
#FFFFFF	0	-0.324661492504887	infinite	correct	infinite	1.18	3
#FFFFFF	0	-0.284661492504887	infinite	correct	infinite	1.22	3
#FFFFFF	0	-0.244661492504887	infinite	correct	infinite	1.26	3
#FFFFFF	0	-0.204661492504887	infinite	correct	infinite	1.3	3
#FFFFFF	0	-0.164661492504887	infinite	correct	infinite	1.34	3
#FFFFFF	0	-0.124661492504887	infinite	correct	infinite	1.38	3
#FFFFFF	0	-0.0846614925048872	infinite	correct	infinite	1.42	3
#FFFFFF	0	-0.0446614925048872	infinite	correct	infinite	1.46	3
#FFFFFF	0	-0.00466149250488712	infinite	correct	infinite	1.5	3
#FFFFFF	0	0.0353385074951129	infinite	correct	infinite	1.54	3
#FFFFFF	0	0.075338507495113	infinite	correct	infinite	1.58	3
#FFFFFF	0	0.115338507495113	infinite	correct	infinite	1.62	3
#FFFFFF	0	0.155338507495113	infinite	correct	infinite	1.66	3
#FFFFFF	0	0.195338507495113	infinite	correct	infinite	1.7	3
#FFFFFF	0	0.235338507495113	infinite	correct	infinite	1.74	3
#FFFFFF	0	0.275338507495113	infinite	correct	infinite	1.78	3
#FFFFFF	0	0.315338507495113	infinite	correct	infinite	1.82	3
#FFFFFF	0	0.355338507495113	infinite	correct	infinite	1.86	3
#FFFFFF	0	0.395338507495113	infinite	correct	infinite	1.9	3
#FFFFFF	0	0.435338507495113	infinite	correct	infinite	1.94	3
#FFFFFF	0	0.475338507495113	infinite	correct	infinite	1.98	3
#000000	1	-5.96804172887952	finite	error	finite	-2.1	4
#000000	1	-5.92804172887952	finite	error	finite	-2.06	4
#000000	1	-5.88804172887952	finite	error	finite	-2.02	4
#000000	1	-5.84804172887952	finite	error	finite	-1.98	4
#000000	1	-5.80804172887952	finite	error	finite	-1.94	4
#000000	1	-5.76804172887952	finite	error	finite	-1.9	4
#000000	1	-5.72804172887952	finite	error	finite	-1.86	4
#000000	1	-5.68804172887952	finite	error	finite	-1.82	4
#000000	1	-5.64804172887952	finite	error	finite	-1.78	4
#000000	1	-5.60804172887952	finite	error	finite	-1.74	4
#000000	1	-5.56804172887952	finite	error	finite	-1.7	4
#000000	1	-5.53173472707878	infinite	error	infinite	-2.1	4
#000000	1	-5.52804172887952	finite	error	finite	-1.66	4
#000000	1	-5.49173472707878	infinite	error	infinite	-2.06	4
#000000	1	-5.48804172887952	finite	error	finite	-1.62	4
#000000	1	-5.45173472707878	infinite	error	infinite	-2.02	4
#000000	1	-5.44804172887952	finite	error	finite	-1.58	4
#000000	1	-5.41173472707878	infinite	error	infinite	-1.98	4
#000000	1	-5.40804172887952	finite	error	finite	-1.54	4
#000000	1	-5.37173472707878	infinite	error	infinite	-1.94	4
#000000	1	-5.36804172887952	finite	error	finite	-1.5	4
#000000	1	-5.33173472707878	infinite	error	infinite	-1.9	4
#000000	1	-5.32804172887952	finite	error	finite	-1.46	4
#000000	1	-5.29173472707878	infinite	error	infinite	-1.86	4
#000000	1	-5.28804172887952	finite	error	finite	-1.42	4
#000000	1	-5.25173472707878	infinite	error	infinite	-1.82	4
#000000	1	-5.24804172887952	finite	error	finite	-1.38	4
#000000	1	-5.21173472707878	infinite	error	infinite	-1.78	4
#000000	1	-5.20804172887952	finite	error	finite	-1.34	4
#000000	1	-5.17173472707878	infinite	error	infinite	-1.74	4
#000000	1	-5.16804172887952	finite	error	finite	-1.3	4
#000000	1	-5.13173472707878	infinite	error	infinite	-1.7	4
#000000	1	-5.12804172887952	finite	error	finite	-1.26	4
#000000	1	-5.09173472707878	infinite	error	infinite	-1.66	4
#000000	1	-5.08804172887952	finite	error	finite	-1.22	4
#000000	1	-5.05173472707878	infinite	error	infinite	-1.62	4
#000000	1	-5.04804172887952	finite	error	finite	-1.18	4
#000000	1	-5.01173472707878	infinite	error	infinite	-1.58	4
#000000	1	-5.00804172887952	finite	error	finite	-1.14	4
#000000	1	-4.97173472707878	infinite	error	infinite	-1.54	4
#000000	1	-4.96804172887952	finite	error	finite	-1.1	4
#000000	1	-4.93173472707878	infinite	error	infinite	-1.5	4
#000000	1	-4.92804172887952	finite	error	finite	-1.06	4
#000000	1	-4.89173472707878	infinite	error	infinite	-1.46	4
#000000	1	-4.88804172887952	finite	error	finite	-1.02	4
#000000	1	-4.85173472707878	infinite	error	infinite	-1.42	4
#000000	1	-4.84804172887952	finite	error	finite	-0.98	4
#000000	1	-4.81173472707878	infinite	error	infinite	-1.38	4
#000000	1	-4.80804172887952	finite	error	finite	-0.94	4
#000000	1	-4.77173472707878	infinite	error	infinite	-1.34	4
#000000	1	-4.76804172887952	finite	error	finite	-0.9	4
#000000	1	-4.73173472707878	infinite	error	infinite	-1.3	4
#000000	1	-4.72804172887952	finite	error	finite	-0.86	4
#000000	1	-4.69173472707878	infinite	error	infinite	-1.26	4
#000000	1	-4.68804172887952	finite	error	finite	-0.82	4
#000000	1	-4.65173472707878	infinite	error	infinite	-1.22	4
#000000	1	-4.64804172887952	finite	error	finite	-0.78	4
#000000	1	-4.61173472707878	infinite	error	infinite	-1.18	4
#000000	1	-4.60804172887952	finite	error	finite	-0.74	4
#000000	1	-4.57173472707878	infinite	error	infinite	-1.14	4
#000000	1	-4.56804172887952	finite	error	finite	-0.7	4
#000000	1	-4.53173472707878	infinite	error	infinite	-1.1	4
#000000	1	-4.52804172887952	finite	error	finite	-0.66	4
#000000	1	-4.49173472707878	infinite	error	infinite	-1.06	4
#000000	1	-4.48804172887952	finite	error	finite	-0.62	4
#000000	1	-4.45173472707878	infinite	error	infinite	-1.02	4
#000000	1	-4.44804172887952	finite	error	finite	-0.58	4
#000000	1	-4.41173472707878	infinite	error	infinite	-0.98	4
#000000	1	-4.40804172887952	finite	error	finite	-0.54	4
#000000	1	-4.37173472707878	infinite	error	infinite	-0.94	4
#000000	1	-4.36804172887952	finite	error	finite	-0.5	4
#000000	1	-4.33173472707878	infinite	error	infinite	-0.9	4
#000000	1	-4.32804172887952	finite	error	finite	-0.46	4
#000000	1	-4.29173472707878	infinite	error	infinite	-0.86	4
#000000	1	-4.28804172887952	finite	error	finite	-0.42	4
#000000	1	-4.25173472707878	infinite	error	infinite	-0.82	4
#000000	1	-4.24804172887952	finite	error	finite	-0.38	4
#000000	1	-4.21173472707878	infinite	error	infinite	-0.78	4
#000000	1	-4.20804172887952	finite	error	finite	-0.34	4
#000000	1	-4.17173472707878	infinite	error	infinite	-0.74	4
#000000	1	-4.16804172887952	finite	error	finite	-0.3	4
#000000	1	-4.13173472707878	infinite	error	infinite	-0.7	4
#000000	1	-4.12804172887952	finite	error	finite	-0.26	4
#000000	1	-4.09173472707878	infinite	error	infinite	-0.66	4
#000000	1	-4.08804172887952	finite	error	finite	-0.22	4
#000000	1	-4.05173472707878	infinite	error	infinite	-0.62	4
#000000	1	-4.04804172887952	finite	error	finite	-0.18	4
#FFFFFF	0	-4.01173472707878	infinite	correct	infinite	-0.58	4
#FFFFFF	0	-4.00804172887952	finite	correct	finite	-0.14	4
#FFFFFF	0	-3.97173472707878	infinite	correct	infinite	-0.54	4
#FFFFFF	0	-3.96804172887952	finite	correct	finite	-0.1	4
#FFFFFF	0	-3.93173472707878	infinite	correct	infinite	-0.5	4
#FFFFFF	0	-3.92804172887952	finite	correct	finite	-0.0600000000000001	4
#FFFFFF	0	-3.89173472707878	infinite	correct	infinite	-0.46	4
#FFFFFF	0	-3.88804172887952	finite	correct	finite	-0.02	4
#FFFFFF	0	-3.85173472707878	infinite	correct	infinite	-0.42	4
#FFFFFF	0	-3.84804172887952	finite	correct	finite	0.02	4
#FFFFFF	0	-3.81173472707878	infinite	correct	infinite	-0.38	4
#FFFFFF	0	-3.80804172887952	finite	correct	finite	0.0600000000000001	4
#FFFFFF	0	-3.77173472707878	infinite	correct	infinite	-0.34	4
#FFFFFF	0	-3.76804172887952	finite	correct	finite	0.1	4
#FFFFFF	0	-3.73173472707878	infinite	correct	infinite	-0.3	4
#FFFFFF	0	-3.72804172887952	finite	correct	finite	0.14	4
#000000	1	-3.69173472707878	infinite	error	infinite	-0.26	4
#000000	1	-3.68804172887952	finite	error	finite	0.18	4
#000000	1	-3.65173472707878	infinite	error	infinite	-0.22	4
#000000	1	-3.64804172887952	finite	error	finite	0.22	4
#000000	1	-3.61173472707878	infinite	error	infinite	-0.18	4
#000000	1	-3.60804172887952	finite	error	finite	0.26	4
#000000	1	-3.57173472707878	infinite	error	infinite	-0.14	4
#000000	1	-3.56804172887952	finite	error	finite	0.3	4
#000000	1	-3.53173472707878	infinite	error	infinite	-0.1	4
#FFFFFF	0	-3.53173472707878	infinite	correct	infinite	-0.1	4
#FFFFFF	0	-3.52804172887952	finite	correct	finite	0.34	4
#FFFFFF	0	-3.49173472707878	infinite	correct	infinite	-0.0600000000000001	4
#FFFFFF	0	-3.48804172887952	finite	correct	finite	0.38	4
#FFFFFF	0	-3.45173472707878	infinite	correct	infinite	-0.02	4
#FFFFFF	0	-3.44804172887952	finite	correct	finite	0.42	4
#FFFFFF	0	-3.41173472707878	infinite	correct	infinite	0.02	4
#FFFFFF	0	-3.40804172887952	finite	correct	finite	0.46	4
#FFFFFF	0	-3.37173472707878	infinite	correct	infinite	0.0600000000000001	4
#FFFFFF	0	-3.36804172887952	finite	correct	finite	0.5	4
#FFFFFF	0	-3.33173472707878	infinite	correct	infinite	0.1	4
#FFFFFF	0	-3.32804172887952	finite	correct	finite	0.54	4
#FFFFFF	0	-3.29173472707878	infinite	correct	infinite	0.14	4
#FFFFFF	0	-3.28804172887952	finite	correct	finite	0.58	4
#FFFFFF	0	-3.25173472707878	infinite	correct	infinite	0.18	4
#FFFFFF	0	-3.24804172887952	finite	correct	finite	0.62	4
#FFFFFF	0	-3.21173472707878	infinite	correct	infinite	0.22	4
#FFFFFF	0	-3.20804172887952	finite	correct	finite	0.66	4
#FFFFFF	0	-3.17173472707878	infinite	correct	infinite	0.26	4
#FFFFFF	0	-3.16804172887952	finite	correct	finite	0.7	4
#FFFFFF	0	-3.13173472707878	infinite	correct	infinite	0.3	4
#FFFFFF	0	-3.12804172887952	finite	correct	finite	0.74	4
#FFFFFF	0	-3.09173472707878	infinite	correct	infinite	0.34	4
#FFFFFF	0	-3.08804172887952	finite	correct	finite	0.78	4
#FFFFFF	0	-3.05173472707878	infinite	correct	infinite	0.38	4
#FFFFFF	0	-3.04804172887952	finite	correct	finite	0.82	4
#FFFFFF	0	-3.01173472707878	infinite	correct	infinite	0.42	4
#FFFFFF	0	-3.00804172887952	finite	correct	finite	0.86	4
#FFFFFF	0	-2.97173472707878	infinite	correct	infinite	0.46	4
#FFFFFF	0	-2.96804172887952	finite	correct	finite	0.9	4
#FFFFFF	0	-2.93173472707878	infinite	correct	infinite	0.5	4
#FFFFFF	0	-2.92804172887952	finite	correct	finite	0.94	4
#FFFFFF	0	-2.89173472707878	infinite	correct	infinite	0.54	4
#FFFFFF	0	-2.88804172887952	finite	correct	finite	0.98	4
#FFFFFF	0	-2.85173472707878	infinite	correct	infinite	0.58	4
#FFFFFF	0	-2.84804172887952	finite	correct	finite	1.02	4
#FFFFFF	0	-2.81173472707878	infinite	correct	infinite	0.62	4
#FFFFFF	0	-2.80804172887952	finite	correct	finite	1.06	4
#FFFFFF	0	-2.77173472707878	infinite	correct	infinite	0.66	4
#FFFFFF	0	-2.76804172887952	finite	correct	finite	1.1	4
#FFFFFF	0	-2.73173472707878	infinite	correct	infinite	0.7	4
#FFFFFF	0	-2.72804172887952	finite	correct	finite	1.14	4
#FFFFFF	0	-2.69173472707878	infinite	correct	infinite	0.74	4
#FFFFFF	0	-2.68804172887952	finite	correct	finite	1.18	4
#FFFFFF	0	-2.65173472707878	infinite	correct	infinite	0.78	4
#FFFFFF	0	-2.64804172887952	finite	correct	finite	1.22	4
#FFFFFF	0	-2.61173472707878	infinite	correct	infinite	0.82	4
#FFFFFF	0	-2.60804172887952	finite	correct	finite	1.26	4
#FFFFFF	0	-2.57173472707878	infinite	correct	infinite	0.86	4
#FFFFFF	0	-2.56804172887952	finite	correct	finite	1.3	4
#FFFFFF	0	-2.53173472707878	infinite	correct	infinite	0.9	4
#FFFFFF	0	-2.52804172887952	finite	correct	finite	1.34	4
#FFFFFF	0	-2.49173472707878	infinite	correct	infinite	0.94	4
#FFFFFF	0	-2.48804172887952	finite	correct	finite	1.38	4
#FFFFFF	0	-2.45173472707878	infinite	correct	infinite	0.98	4
#FFFFFF	0	-2.44804172887952	finite	correct	finite	1.42	4
#FFFFFF	0	-2.41173472707878	infinite	correct	infinite	1.02	4
#FFFFFF	0	-2.40804172887952	finite	correct	finite	1.46	4
#FFFFFF	0	-2.37173472707878	infinite	correct	infinite	1.06	4
#FFFFFF	0	-2.36804172887952	finite	correct	finite	1.5	4
#FFFFFF	0	-2.33173472707878	infinite	correct	infinite	1.1	4
#FFFFFF	0	-2.32804172887952	finite	correct	finite	1.54	4
#FFFFFF	0	-2.29173472707878	infinite	correct	infinite	1.14	4
#FFFFFF	0	-2.28804172887952	finite	correct	finite	1.58	4
#FFFFFF	0	-2.25173472707878	infinite	correct	infinite	1.18	4
#FFFFFF	0	-2.24804172887952	finite	correct	finite	1.62	4
#FFFFFF	0	-2.21173472707878	infinite	correct	infinite	1.22	4
#FFFFFF	0	-2.20804172887952	finite	correct	finite	1.66	4
#FFFFFF	0	-2.17173472707878	infinite	correct	infinite	1.26	4
#FFFFFF	0	-2.16804172887952	finite	correct	finite	1.7	4
#FFFFFF	0	-2.13173472707878	infinite	correct	infinite	1.3	4
#FFFFFF	0	-2.12804172887952	finite	correct	finite	1.74	4
#FFFFFF	0	-2.09173472707878	infinite	correct	infinite	1.34	4
#FFFFFF	0	-2.08804172887952	finite	correct	finite	1.78	4
#FFFFFF	0	-2.05173472707878	infinite	correct	infinite	1.38	4
#FFFFFF	0	-2.04804172887952	finite	correct	finite	1.82	4
#FFFFFF	0	-2.01173472707878	infinite	correct	infinite	1.42	4
#FFFFFF	0	-2.00804172887952	finite	correct	finite	1.86	4
#FFFFFF	0	-1.97173472707878	infinite	correct	infinite	1.46	4
#FFFFFF	0	-1.96804172887952	finite	correct	finite	1.9	4
#FFFFFF	0	-1.93173472707878	infinite	correct	infinite	1.5	4
#FFFFFF	0	-1.92804172887952	finite	correct	finite	1.94	4
#FFFFFF	0	-1.89173472707878	infinite	correct	infinite	1.54	4
#FFFFFF	0	-1.88804172887952	finite	correct	finite	1.98	4
#FFFFFF	0	-1.85173472707878	infinite	correct	infinite	1.58	4
#FFFFFF	0	-1.81173472707878	infinite	correct	infinite	1.62	4
#FFFFFF	0	-1.77173472707878	infinite	correct	infinite	1.66	4
#FFFFFF	0	-1.73173472707878	infinite	correct	infinite	1.7	4
#FFFFFF	0	-1.69173472707878	infinite	correct	infinite	1.74	4
#FFFFFF	0	-1.65173472707878	infinite	correct	infinite	1.78	4
#FFFFFF	0	-1.61173472707878	infinite	correct	infinite	1.82	4
#FFFFFF	0	-1.57173472707878	infinite	correct	infinite	1.86	4
#FFFFFF	0	-1.53173472707878	infinite	correct	infinite	1.9	4
#FFFFFF	0	-1.49173472707878	infinite	correct	infinite	1.94	4
#FFFFFF	0	-1.45173472707878	infinite	correct	infinite	1.98	4
#000000	1	-4.77301863440163	finite	error	finite	-2.1	5
#000000	1	-4.73301863440163	finite	error	finite	-2.06	5
#000000	1	-4.69301863440163	finite	error	finite	-2.02	5
#000000	1	-4.65301863440163	finite	error	finite	-1.98	5
#000000	1	-4.61301863440163	finite	error	finite	-1.94	5
#000000	1	-4.57301863440163	finite	error	finite	-1.9	5
#000000	1	-4.53301863440163	finite	error	finite	-1.86	5
#000000	1	-4.49301863440163	finite	error	finite	-1.82	5
#000000	1	-4.45301863440163	finite	error	finite	-1.78	5
#000000	1	-4.41301863440163	finite	error	finite	-1.74	5
#000000	1	-4.37301863440163	finite	error	finite	-1.7	5
#000000	1	-4.33301863440163	finite	error	finite	-1.66	5
#000000	1	-4.2936748271443	infinite	error	infinite	-2.1	5
#000000	1	-4.29301863440163	finite	error	finite	-1.62	5
#000000	1	-4.2536748271443	infinite	error	infinite	-2.06	5
#000000	1	-4.25301863440163	finite	error	finite	-1.58	5
#000000	1	-4.2136748271443	infinite	error	infinite	-2.02	5
#000000	1	-4.21301863440163	finite	error	finite	-1.54	5
