x	y	key	showSelected1	showSelected2	PANEL	group
0.333333333333333	1	1	0.14	infinite	2	2
0.5	1	1	0.14	infinite	2	2
0.666666666666667	1	1	0.14	infinite	2	2
0.833333333333333	1	1	0.14	infinite	2	2
1	1	1	0.14	infinite	2	2
0.166666666666667	1	1	0.14	infinite	2	2
0	1	1	0.14	infinite	2	2
0	0	1	0.14	infinite	2	2
0.5	1	1	0.18	infinite	2	2
0.333333333333333	1	1	0.18	infinite	2	2
0.5	1	1	0.18	infinite	2	2
0.666666666666667	1	1	0.18	infinite	2	2
0.833333333333333	1	1	0.18	infinite	2	2
1	1	1	0.18	infinite	2	2
0.166666666666667	1	1	0.18	infinite	2	2
0	1	1	0.18	infinite	2	2
0	0	1	0.18	infinite	2	2
0.5	1	1	0.22	infinite	2	2
0.333333333333333	1	1	0.22	infinite	2	2
0.5	1	1	0.22	infinite	2	2
0.666666666666667	1	1	0.22	infinite	2	2
0.833333333333333	1	1	0.22	infinite	2	2
1	1	1	0.22	infinite	2	2
0.166666666666667	1	1	0.22	infinite	2	2
0	1	1	0.22	infinite	2	2
0	0	1	0.22	infinite	2	2
0.666666666666667	1	1	0.26	infinite	2	2
0.833333333333333	1	1	0.26	infinite	2	2
1	1	1	0.26	infinite	2	2
0.166666666666667	1	1	0.26	infinite	2	2
0	1	1	0.26	infinite	2	2
0	0	1	0.26	infinite	2	2
0.666666666666667	1	1	0.3	infinite	2	2
0.833333333333333	1	1	0.3	infinite	2	2
1	1	1	0.3	infinite	2	2
0.166666666666667	1	1	0.3	infinite	2	2
0	1	1	0.3	infinite	2	2
0	0	1	0.3	infinite	2	2
1	1	1	0.34	infinite	2	2
0.166666666666667	1	1	0.34	infinite	2	2
0	1	1	0.34	infinite	2	2
0	0	1	0.34	infinite	2	2
1	1	1	0.38	infinite	2	2
0.166666666666667	1	1	0.38	infinite	2	2
0	1	1	0.38	infinite	2	2
0	0	1	0.38	infinite	2	2
0	0.5	1	0.38	infinite	2	2
0	1	1	0.42	infinite	2	2
0	0	1	0.42	infinite	2	2
0	0.5	1	0.42	infinite	2	2
0	1	1	0.46	infinite	2	2
0	0	1	0.46	infinite	2	2
0	0.5	1	0.46	infinite	2	2
0	1	1	0.5	infinite	2	2
0	0	1	0.5	infinite	2	2
0	0.5	1	0.5	infinite	2	2
0	1	1	0.54	infinite	2	2
0	0	1	0.54	infinite	2	2
0	0.5	1	0.54	infinite	2	2
0	1	1	0.58	infinite	2	2
0	0	1	0.58	infinite	2	2
0	0.5	1	0.58	infinite	2	2
0	0	1	0.62	infinite	2	2
0	0.5	1	0.62	infinite	2	2
0	1	1	0.62	infinite	2	2
0	0	1	0.66	infinite	2	2
0	0.5	1	0.66	infinite	2	2
0	1	1	0.66	infinite	2	2
0	0	1	0.7	infinite	2	2
0	0.5	1	0.7	infinite	2	2
0	1	1	0.7	infinite	2	2
0	0	1	0.74	infinite	2	2
0	0.5	1	0.74	infinite	2	2
0	1	1	0.74	infinite	2	2
0	0	1	0.78	infinite	2	2
0	0.5	1	0.78	infinite	2	2
0	1	1	0.78	infinite	2	2
0	0	1	0.82	infinite	2	2
0	0.5	1	0.82	infinite	2	2
0	1	1	0.82	infinite	2	2
0	0.5	1	0.86	infinite	2	2
0	1	1	0.86	infinite	2	2
0	0.5	1	0.9	infinite	2	2
0	1	1	0.9	infinite	2	2
0	0.5	1	0.9	infinite	2	2
0	0	1	0.9	infinite	2	2
0	0.5	1	0.94	infinite	2	2
0	1	1	0.94	infinite	2	2
0	0.5	1	0.94	infinite	2	2
0	0	1	0.94	infinite	2	2
0	0.5	1	0.98	infinite	2	2
0	1	1	0.98	infinite	2	2
0	0.5	1	0.98	infinite	2	2
0	0	1	0.98	infinite	2	2
0	0.5	1	1.02	infinite	2	2
0	1	1	1.02	infinite	2	2
0	0.5	1	1.02	infinite	2	2
0	0	1	1.02	infinite	2	2
0	0.5	1	1.06	infinite	2	2
0	1	1	1.06	infinite	2	2
0	0.5	1	1.06	infinite	2	2
0	0	1	1.06	infinite	2	2
0	0.5	1	1.1	infinite	2	2
0	1	1	1.1	infinite	2	2
0	0.5	1	1.1	infinite	2	2
0	0	1	1.1	infinite	2	2
0	1	1	1.14	infinite	2	2
0	0.5	1	1.14	infinite	2	2
0	0	1	1.14	infinite	2	2
0	1	1	1.18	infinite	2	2
0	0.5	1	1.18	infinite	2	2
0	0	1	1.18	infinite	2	2
0	1	1	1.22	infinite	2	2
0	0.5	1	1.22	infinite	2	2
0	0	1	1.22	infinite	2	2
0	1	1	1.26	infinite	2	2
0	0.5	1	1.26	infinite	2	2
0	0	1	1.26	infinite	2	2
0	1	1	1.3	infinite	2	2
0	0.5	1	1.3	infinite	2	2
0	0	1	1.3	infinite	2	2
0	1	1	1.34	infinite	2	2
0	0.5	1	1.34	infinite	2	2
0	0	1	1.34	infinite	2	2
0	0.5	1	1.38	infinite	2	2
0	0	1	1.38	infinite	2	2
0	0	1	1.42	infinite	2	2
0	0	1	1.46	infinite	2	2
0	0	1	1.5	infinite	2	2
0	0	1	1.54	infinite	2	2
0	0	1	1.58	infinite	2	2
0	0	1	1.62	infinite	2	2
0	0	1	1.66	infinite	2	2
0	0	1	1.7	infinite	2	2
0	0	1	1.74	infinite	2	2
0	0	1	1.78	infinite	2	2
0	0	1	1.82	infinite	2	2
0	0	1	1.86	infinite	2	2
0	0	1	1.9	infinite	2	2
0	0	1	1.94	infinite	2	2
0	0	1	1.98	infinite	2	2
